,Province_State,Country_Region,date,Lat,Long_,Confirmed,Deaths,Recovered
0,Alabama,US,2021-03-25,32.3182,-86.9023,513138,10504,
1,Alaska,US,2021-03-25,61.3707,-152.4044,62063,313,
2,American Samoa,US,2021-03-25,-14.271,-170.132,0,0,
3,Arizona,US,2021-03-25,33.7298,-111.4312,837987,16874,
4,Arkansas,US,2021-03-25,34.9697,-92.3731,329511,5571,
5,California,US,2021-03-25,36.1162,-119.6816,3653168,58434,
6,Colorado,US,2021-03-25,39.0598,-105.3111,454893,6082,
7,Connecticut,US,2021-03-25,41.5978,-72.7554,303510,7862,
8,Delaware,US,2021-03-25,39.3185,-75.5071,93038,1536,
9,Diamond Princess,US,2021-03-25,,,49,0,
10,District of Columbia,US,2021-03-25,38.8974,-77.0268,43669,1053,
11,Florida,US,2021-03-25,27.7663,-81.6868,2027429,32957,
12,Georgia,US,2021-03-25,33.0406,-83.6431,1051361,18751,
13,Grand Princess,US,2021-03-25,,,103,3,
14,Guam,US,2021-03-25,13.4443,144.7937,7794,134,
15,Hawaii,US,2021-03-25,21.0943,-157.4983,30095,458,
16,Idaho,US,2021-03-25,44.2405,-114.4788,178887,1954,
17,Illinois,US,2021-03-25,40.3495,-88.9861,1229806,23442,
18,Indiana,US,2021-03-25,39.8494,-86.2583,680998,12982,
19,Iowa,US,2021-03-25,42.0115,-93.2105,348498,5708,
20,Kansas,US,2021-03-25,38.5266,-96.7265,302549,4837,
21,Kentucky,US,2021-03-25,37.6681,-84.6701,423414,5970,
22,Louisiana,US,2021-03-25,31.1695,-91.8678,442620,10073,
23,Maine,US,2021-03-25,44.6939,-69.3819,49190,731,
24,Maryland,US,2021-03-25,39.0639,-76.8021,403982,8217,
25,Massachusetts,US,2021-03-25,42.2302,-71.5301,622226,17010,
26,Michigan,US,2021-03-25,43.3266,-84.5361,712393,17003,
27,Minnesota,US,2021-03-25,45.6945,-93.9002,510398,6892,
28,Mississippi,US,2021-03-25,32.7416,-89.6787,303942,6987,
29,Missouri,US,2021-03-25,38.4561,-92.2884,578148,8788,
30,Montana,US,2021-03-25,46.9219,-110.4544,103830,1435,
31,Nebraska,US,2021-03-25,41.1254,-98.2681,207227,2174,
32,Nevada,US,2021-03-25,38.3135,-117.0554,302171,5215,
33,New Hampshire,US,2021-03-25,43.4525,-71.5639,82039,1229,
34,New Jersey,US,2021-03-25,40.2989,-74.521,881882,24330,
35,New Mexico,US,2021-03-25,34.8405,-106.2485,190491,3916,
36,New York,US,2021-03-25,42.1657,-74.9481,1825069,49790,
37,North Carolina,US,2021-03-25,35.6301,-79.8064,903374,11987,
38,North Dakota,US,2021-03-25,47.5289,-99.784,102198,1497,
39,Northern Mariana Islands,US,2021-03-25,15.0979,145.6739,159,2,
40,Ohio,US,2021-03-25,40.3888,-82.7649,1006171,18609,
41,Oklahoma,US,2021-03-25,35.5653,-96.9289,436504,4850,
42,Oregon,US,2021-03-25,44.572,-122.0709,162804,2370,
43,Pennsylvania,US,2021-03-25,40.5908,-77.2098,1002909,24898,
44,Puerto Rico,US,2021-03-25,18.2208,-66.5901,105226,2106,
45,Rhode Island,US,2021-03-25,41.6809,-71.5118,135290,2607,
46,South Carolina,US,2021-03-25,33.8569,-80.945,545254,9083,
47,South Dakota,US,2021-03-25,44.2998,-99.4388,116624,1927,
48,Tennessee,US,2021-03-25,35.7478,-86.6923,806011,11796,
49,Texas,US,2021-03-25,31.0545,-97.5635,2769451,47822,
50,Utah,US,2021-03-25,40.15,-111.8624,383260,2088,
51,Vermont,US,2021-03-25,44.0459,-72.7107,18215,223,
52,Virgin Islands,US,2021-03-25,18.3358,-64.8963,2877,25,
53,Virginia,US,2021-03-25,37.7693,-78.17,610263,10147,
54,Washington,US,2021-03-25,47.4009,-121.4905,358606,5213,
55,West Virginia,US,2021-03-25,38.4912,-80.9545,139251,2624,
56,Wisconsin,US,2021-03-25,44.2685,-89.6165,632123,7267,
57,Wyoming,US,2021-03-25,42.756,-107.3025,55920,695,
0,Alabama,US,2021-03-24,32.3182,-86.9023,512711,10487,
1,Alaska,US,2021-03-24,61.3707,-152.4044,61914,312,
2,American Samoa,US,2021-03-24,-14.271,-170.132,0,0,
3,Arizona,US,2021-03-24,33.7298,-111.4312,837849,16842,
4,Arkansas,US,2021-03-24,34.9697,-92.3731,329177,5560,
5,California,US,2021-03-24,36.1162,-119.6816,3650638,57958,
6,Colorado,US,2021-03-24,39.0598,-105.3111,453520,6077,
7,Connecticut,US,2021-03-24,41.5978,-72.7554,302022,7852,
8,Delaware,US,2021-03-24,39.3185,-75.5071,92819,1535,
9,Diamond Princess,US,2021-03-24,,,49,0,
10,District of Columbia,US,2021-03-24,38.8974,-77.0268,43595,1053,
11,Florida,US,2021-03-24,27.7663,-81.6868,2021656,32850,
12,Georgia,US,2021-03-24,33.0406,-83.6431,1049397,18660,
13,Grand Princess,US,2021-03-24,,,103,3,
14,Guam,US,2021-03-24,13.4443,144.7937,7789,134,
15,Hawaii,US,2021-03-24,21.0943,-157.4983,29974,457,
16,Idaho,US,2021-03-24,44.2405,-114.4788,178544,1952,
17,Illinois,US,2021-03-24,40.3495,-88.9861,1227613,23408,
18,Indiana,US,2021-03-24,39.8494,-86.2583,680046,12975,
19,Iowa,US,2021-03-24,42.0115,-93.2105,347592,5689,
20,Kansas,US,2021-03-24,38.5266,-96.7265,302497,4836,
21,Kentucky,US,2021-03-24,37.6681,-84.6701,422694,5863,
22,Louisiana,US,2021-03-24,31.1695,-91.8678,442221,10056,
23,Maine,US,2021-03-24,44.6939,-69.3819,48972,731,
24,Maryland,US,2021-03-24,39.0639,-76.8021,402600,8214,
25,Massachusetts,US,2021-03-24,42.2302,-71.5301,619816,16970,
26,Michigan,US,2021-03-24,43.3266,-84.5361,706550,16949,
27,Minnesota,US,2021-03-24,45.6945,-93.9002,508541,6866,
28,Mississippi,US,2021-03-24,32.7416,-89.6787,303625,6981,
29,Missouri,US,2021-03-24,38.4561,-92.2884,576914,8785,
30,Montana,US,2021-03-24,46.9219,-110.4544,103666,1431,
31,Nebraska,US,2021-03-24,41.1254,-98.2681,206939,2165,
32,Nevada,US,2021-03-24,38.3135,-117.0554,301727,5203,
33,New Hampshire,US,2021-03-24,43.4525,-71.5639,81521,1228,
34,New Jersey,US,2021-03-24,40.2989,-74.521,877936,24292,
35,New Mexico,US,2021-03-24,34.8405,-106.2485,190275,3909,
36,New York,US,2021-03-24,42.1657,-74.9481,1816518,49717,
37,North Carolina,US,2021-03-24,35.6301,-79.8064,901262,11894,
38,North Dakota,US,2021-03-24,47.5289,-99.784,102001,1495,
39,Northern Mariana Islands,US,2021-03-24,15.0979,145.6739,159,2,
40,Ohio,US,2021-03-24,40.3888,-82.7649,1004670,18608,
41,Oklahoma,US,2021-03-24,35.5653,-96.9289,436135,4850,
42,Oregon,US,2021-03-24,44.572,-122.0709,162383,2368,
43,Pennsylvania,US,2021-03-24,40.5908,-77.2098,999311,24857,
44,Puerto Rico,US,2021-03-24,18.2208,-66.5901,104966,2103,
45,Rhode Island,US,2021-03-24,41.6809,-71.5118,134807,2606,
46,South Carolina,US,2021-03-24,33.8569,-80.945,543925,9055,
47,South Dakota,US,2021-03-24,44.2998,-99.4388,116370,1924,
48,Tennessee,US,2021-03-24,35.7478,-86.6923,804492,11792,
49,Texas,US,2021-03-24,31.0545,-97.5635,2766259,47689,
50,Utah,US,2021-03-24,40.15,-111.8624,382733,2082,
51,Vermont,US,2021-03-24,44.0459,-72.7107,18028,222,
52,Virgin Islands,US,2021-03-24,18.3358,-64.8963,2876,25,
53,Virginia,US,2021-03-24,37.7693,-78.17,608704,10143,
54,Washington,US,2021-03-24,47.4009,-121.4905,357499,5200,
55,West Virginia,US,2021-03-24,38.4912,-80.9545,138818,2619,
56,Wisconsin,US,2021-03-24,44.2685,-89.6165,631301,7263,
57,Wyoming,US,2021-03-24,42.756,-107.3025,55887,695,
0,Alabama,US,2020-06-07,32.3182,-86.9023,20777,692,11395.0
1,Alaska,US,2020-06-07,61.3707,-152.4044,556,10,382.0
2,American Samoa,US,2020-06-07,-14.271,-170.132,0,0,
3,Arizona,US,2020-06-07,33.7298,-111.4312,26989,1051,5517.0
4,Arkansas,US,2020-06-07,34.9697,-92.3731,9426,154,6424.0
5,California,US,2020-06-07,36.1162,-119.6816,131769,4632,
6,Colorado,US,2020-06-07,39.0598,-105.3111,28001,1527,4074.0
7,Connecticut,US,2020-06-07,41.5978,-72.7554,43968,4071,7284.0
8,Delaware,US,2020-06-07,39.3185,-75.5071,9942,524,5792.0
9,Diamond Princess,US,2020-06-07,,,49,0,
10,District of Columbia,US,2020-06-07,38.8974,-77.0268,9332,489,1143.0
11,Florida,US,2020-06-07,27.7663,-81.6868,63938,2700,
12,Georgia,US,2020-06-07,33.0406,-83.6431,51898,2180,
13,Grand Princess,US,2020-06-07,,,103,3,
14,Guam,US,2020-06-07,13.4443,144.7937,179,5,162.0
15,Hawaii,US,2020-06-07,21.0943,-157.4983,675,17,616.0
16,Idaho,US,2020-06-07,44.2405,-114.4788,3139,83,2461.0
17,Illinois,US,2020-06-07,40.3495,-88.9861,127757,5904,
18,Indiana,US,2020-06-07,39.8494,-86.2583,37397,2248,25138.0
19,Iowa,US,2020-06-07,42.0115,-93.2105,21712,605,12805.0
20,Kansas,US,2020-06-07,38.5266,-96.7265,10406,233,612.0
21,Kentucky,US,2020-06-07,37.6681,-84.6701,11287,470,3344.0
22,Louisiana,US,2020-06-07,31.1695,-91.8678,42816,2936,31728.0
23,Maine,US,2020-06-07,44.6939,-69.3819,2570,99,1864.0
24,Maryland,US,2020-06-07,39.0639,-76.8021,57973,2749,4240.0
25,Massachusetts,US,2020-06-07,42.2302,-71.5301,103436,7316,
26,Michigan,US,2020-06-07,43.3266,-84.5361,64648,5898,42041.0
27,Minnesota,US,2020-06-07,45.6945,-93.9002,27886,1197,22992.0
28,Mississippi,US,2020-06-07,32.7416,-89.6787,17270,817,11203.0
29,Missouri,US,2020-06-07,38.4561,-92.2884,15023,823,
30,Montana,US,2020-06-07,46.9219,-110.4544,545,18,475.0
31,Nebraska,US,2020-06-07,41.1254,-98.2681,15664,187,8255.0
32,Nevada,US,2020-06-07,38.3135,-117.0554,9669,438,522.0
33,New Hampshire,US,2020-06-07,43.4525,-71.5639,5043,286,3319.0
34,New Jersey,US,2020-06-07,40.2989,-74.521,164593,12176,27824.0
35,New Mexico,US,2020-06-07,34.8405,-106.2485,8940,396,3286.0
36,New York,US,2020-06-07,42.1657,-74.9481,378097,30374,67544.0
37,North Carolina,US,2020-06-07,35.6301,-79.8064,35625,1032,18860.0
38,North Dakota,US,2020-06-07,47.5289,-99.784,2861,72,2307.0
39,Northern Mariana Islands,US,2020-06-07,15.0979,145.6739,27,19,19.0
40,Ohio,US,2020-06-07,40.3888,-82.7649,38476,2265,
41,Oklahoma,US,2020-06-07,35.5653,-96.9289,7150,348,5981.0
42,Oregon,US,2020-06-07,44.572,-122.0709,4662,163,2237.0
43,Pennsylvania,US,2020-06-07,40.5908,-77.2098,79908,5943,53670.0
44,Puerto Rico,US,2020-06-07,18.2208,-66.5901,4985,142,
45,Rhode Island,US,2020-06-07,41.6809,-71.5118,15441,886,1336.0
46,South Carolina,US,2020-06-07,33.8569,-80.945,14286,546,7347.0
47,South Dakota,US,2020-06-07,44.2998,-99.4388,5438,65,4335.0
48,Tennessee,US,2020-06-07,35.7478,-86.6923,26493,418,17222.0
49,Texas,US,2020-06-07,31.0545,-97.5635,75697,1917,49758.0
50,Utah,US,2020-06-07,40.15,-111.8624,12066,121,7108.0
51,Vermont,US,2020-06-07,44.0459,-72.7107,1063,55,890.0
52,Virgin Islands,US,2020-06-07,18.3358,-64.8963,71,6,62.0
53,Virginia,US,2020-06-07,37.7693,-78.17,50681,1472,6538.0
54,Washington,US,2020-06-07,47.4009,-121.4905,24078,1170,
55,West Virginia,US,2020-06-07,38.4912,-80.9545,2144,84,1451.0
56,Wisconsin,US,2020-06-07,44.2685,-89.6165,20835,647,14047.0
57,Wyoming,US,2020-06-07,42.756,-107.3025,947,17,757.0
0,Alabama,US,2020-06-06,32.3182,-86.9023,20355,689,11395.0
1,Alaska,US,2020-06-06,61.3707,-152.4044,548,10,382.0
2,American Samoa,US,2020-06-06,-14.271,-170.132,0,0,
3,Arizona,US,2020-06-06,33.7298,-111.4312,25451,1043,5399.0
4,Arkansas,US,2020-06-06,34.9697,-92.3731,9101,154,6266.0
5,California,US,2020-06-06,36.1162,-119.6816,129735,4607,
6,Colorado,US,2020-06-06,39.0598,-105.3111,27848,1527,4055.0
7,Connecticut,US,2020-06-06,41.5978,-72.7554,43818,4055,7284.0
8,Delaware,US,2020-06-06,39.3185,-75.5071,9845,521,5696.0
9,Diamond Princess,US,2020-06-06,,,49,0,
10,District of Columbia,US,2020-06-06,38.8974,-77.0268,9269,483,1138.0
11,Florida,US,2020-06-06,27.7663,-81.6868,62758,2688,
12,Georgia,US,2020-06-06,33.0406,-83.6431,51359,2178,
13,Grand Princess,US,2020-06-06,,,103,3,
14,Guam,US,2020-06-06,13.4443,144.7937,179,5,162.0
15,Hawaii,US,2020-06-06,21.0943,-157.4983,673,17,614.0
16,Idaho,US,2020-06-06,44.2405,-114.4788,3139,83,2408.0
17,Illinois,US,2020-06-06,40.3495,-88.9861,126890,5864,
18,Indiana,US,2020-06-06,39.8494,-86.2583,36997,2233,24729.0
19,Iowa,US,2020-06-06,42.0115,-93.2105,21478,599,12715.0
20,Kansas,US,2020-06-06,38.5266,-96.7265,10361,233,612.0
21,Kentucky,US,2020-06-06,37.6681,-84.6701,11287,470,3344.0
22,Louisiana,US,2020-06-06,31.1695,-91.8678,42486,2925,31728.0
23,Maine,US,2020-06-06,44.6939,-69.3819,2524,98,1845.0
24,Maryland,US,2020-06-06,39.0639,-76.8021,57482,2740,4175.0
25,Massachusetts,US,2020-06-06,42.2302,-71.5301,103132,7289,
26,Michigan,US,2020-06-06,43.3266,-84.5361,64229,5894,42041.0
27,Minnesota,US,2020-06-06,45.6945,-93.9002,27501,1181,22253.0
28,Mississippi,US,2020-06-06,32.7416,-89.6787,17039,811,11203.0
29,Missouri,US,2020-06-06,38.4561,-92.2884,14948,823,
30,Montana,US,2020-06-06,46.9219,-110.4544,540,18,472.0
31,Nebraska,US,2020-06-06,41.1254,-98.2681,15572,187,7957.0
32,Nevada,US,2020-06-06,38.3135,-117.0554,9491,437,522.0
33,New Hampshire,US,2020-06-06,43.4525,-71.5639,5019,283,3319.0
34,New Jersey,US,2020-06-06,40.2989,-74.521,164314,12106,27641.0
35,New Mexico,US,2020-06-06,34.8405,-106.2485,8800,392,3206.0
36,New York,US,2020-06-06,42.1657,-74.9481,377316,30280,67261.0
37,North Carolina,US,2020-06-06,35.6301,-79.8064,34718,1028,18860.0
38,North Dakota,US,2020-06-06,47.5289,-99.784,2816,72,2268.0
39,Northern Mariana Islands,US,2020-06-06,15.0979,145.6739,26,17,16.0
40,Ohio,US,2020-06-06,40.3888,-82.7649,38111,2255,
41,Oklahoma,US,2020-06-06,35.5653,-96.9289,7059,347,5867.0
42,Oregon,US,2020-06-06,44.572,-122.0709,4570,161,2237.0
43,Pennsylvania,US,2020-06-06,40.5908,-77.2098,79505,5931,52560.0
44,Puerto Rico,US,2020-06-06,18.2208,-66.5901,4915,142,
45,Rhode Island,US,2020-06-06,41.6809,-71.5118,15441,882,1336.0
46,South Carolina,US,2020-06-06,33.8569,-80.945,13453,539,7347.0
47,South Dakota,US,2020-06-06,44.2998,-99.4388,5367,65,4273.0
48,Tennessee,US,2020-06-06,35.7478,-86.6923,26177,417,17124.0
49,Texas,US,2020-06-06,31.0545,-97.5635,74652,1907,48895.0
50,Utah,US,2020-06-06,40.15,-111.8624,11798,121,6939.0
51,Vermont,US,2020-06-06,44.0459,-72.7107,1046,55,888.0
52,Virgin Islands,US,2020-06-06,18.3358,-64.8963,71,6,62.0
53,Virginia,US,2020-06-06,37.7693,-78.17,49397,1461,6382.0
54,Washington,US,2020-06-06,47.4009,-121.4905,23767,1159,
55,West Virginia,US,2020-06-06,38.4912,-80.9545,2136,84,1446.0
56,Wisconsin,US,2020-06-06,44.2685,-89.6165,20571,645,13770.0
57,Wyoming,US,2020-06-06,42.756,-107.3025,939,17,757.0
0,Alabama,US,2021-02-19,32.3182,-86.9023,485212,9573,275245.0
1,Alaska,US,2021-02-19,61.3707,-152.4044,57404,289,
2,American Samoa,US,2021-02-19,-14.271,-170.132,0,0,
3,Arizona,US,2021-02-19,33.7298,-111.4312,804116,15421,113697.0
4,Arkansas,US,2021-02-19,34.9697,-92.3731,314713,5336,302872.0
5,California,US,2021-02-19,36.1162,-119.6816,3521225,48836,
6,Colorado,US,2021-02-19,39.0598,-105.3111,418695,5878,22202.0
7,Connecticut,US,2021-02-19,41.5978,-72.7554,273101,7523,9800.0
8,Delaware,US,2021-02-19,39.3185,-75.5071,84181,1366,
9,Diamond Princess,US,2021-02-19,,,49,0,
10,District of Columbia,US,2021-02-19,38.8974,-77.0268,39461,993,28202.0
11,Florida,US,2021-02-19,27.7663,-81.6868,1856427,29692,
12,Georgia,US,2021-02-19,33.0406,-83.6431,980411,16610,
13,Grand Princess,US,2021-02-19,,,103,3,
14,Guam,US,2021-02-19,13.4443,144.7937,7715,130,7528.0
15,Hawaii,US,2021-02-19,21.0943,-157.4983,27834,430,
16,Idaho,US,2021-02-19,44.2405,-114.4788,168953,1826,91241.0
17,Illinois,US,2021-02-19,40.3495,-88.9861,1170902,22368,
18,Indiana,US,2021-02-19,39.8494,-86.2583,653245,12325,427275.0
19,Iowa,US,2021-02-19,42.0115,-93.2105,331747,5336,307605.0
20,Kansas,US,2021-02-19,38.5266,-96.7265,293215,4573,6206.0
21,Kentucky,US,2021-02-19,37.6681,-84.6701,394687,4401,46473.0
22,Louisiana,US,2021-02-19,31.1695,-91.8678,422287,9440,396834.0
23,Maine,US,2021-02-19,44.6939,-69.3819,43229,656,12755.0
24,Maryland,US,2021-02-19,39.0639,-76.8021,374974,7677,9591.0
25,Massachusetts,US,2021-02-19,42.2302,-71.5301,565794,15726,477796.0
26,Michigan,US,2021-02-19,43.3266,-84.5361,635446,16274,517991.0
27,Minnesota,US,2021-02-19,45.6945,-93.9002,477287,6480,463454.0
28,Mississippi,US,2021-02-19,32.7416,-89.6787,289892,6534,264456.0
29,Missouri,US,2021-02-19,38.4561,-92.2884,555909,8048,
30,Montana,US,2021-02-19,46.9219,-110.4544,98377,1339,94613.0
31,Nebraska,US,2021-02-19,41.1254,-98.2681,198442,2043,142336.0
32,Nevada,US,2021-02-19,38.3135,-117.0554,290300,4831,
33,New Hampshire,US,2021-02-19,43.4525,-71.5639,72767,1152,68559.0
34,New Jersey,US,2021-02-19,40.2989,-74.521,761498,22784,73429.0
35,New Mexico,US,2021-02-19,34.8405,-106.2485,182050,3599,128299.0
36,New York,US,2021-02-19,42.1657,-74.9481,1577197,46593,140968.0
37,North Carolina,US,2021-02-19,35.6301,-79.8064,836650,10820,765456.0
38,North Dakota,US,2021-02-19,47.5289,-99.784,99153,1465,96864.0
39,Northern Mariana Islands,US,2021-02-19,15.0979,145.6739,135,2,29.0
40,Ohio,US,2021-02-19,40.3888,-82.7649,949695,18110,880613.0
41,Oklahoma,US,2021-02-19,35.5653,-96.9289,417345,4132,396736.0
42,Oregon,US,2021-02-19,44.572,-122.0709,152190,2149,
43,Pennsylvania,US,2021-02-19,40.5908,-77.2098,911421,23466,799720.0
44,Puerto Rico,US,2021-02-19,18.2208,-66.5901,98624,1947,89326.0
45,Rhode Island,US,2021-02-19,41.6809,-71.5118,123145,2482,7705.0
46,South Carolina,US,2021-02-19,33.8569,-80.945,497937,8213,226443.0
47,South Dakota,US,2021-02-19,44.2998,-99.4388,111018,1853,107137.0
48,Tennessee,US,2021-02-19,35.7478,-86.6923,762673,11064,734152.0
49,Texas,US,2021-02-19,31.0545,-97.5635,2587712,41832,2289773.0
50,Utah,US,2021-02-19,40.15,-111.8624,365256,1834,341731.0
51,Vermont,US,2021-02-19,44.0459,-72.7107,14251,193,11378.0
52,Virgin Islands,US,2021-02-19,18.3358,-64.8963,2575,25,2454.0
53,Virginia,US,2021-02-19,37.7693,-78.17,559930,7098,45524.0
54,Washington,US,2021-02-19,47.4009,-121.4905,332904,4822,
55,West Virginia,US,2021-02-19,38.4912,-80.9545,129055,2248,117183.0
56,Wisconsin,US,2021-02-19,44.2685,-89.6165,610974,6852,542495.0
57,Wyoming,US,2021-02-19,42.756,-107.3025,53683,662,52259.0
0,Alabama,US,2020-10-01,32.3182,-86.9023,155727,2548,67948.0
1,Alaska,US,2020-10-01,61.3707,-152.4044,7996,58,4838.0
2,American Samoa,US,2020-10-01,-14.271,-170.132,0,0,
3,Arizona,US,2020-10-01,33.7298,-111.4312,219212,5674,35411.0
4,Arkansas,US,2020-10-01,34.9697,-92.3731,84821,1384,76186.0
5,California,US,2020-10-01,36.1162,-119.6816,825341,15973,
6,Colorado,US,2020-10-01,39.0598,-105.3111,71218,2054,6531.0
7,Connecticut,US,2020-10-01,41.5978,-72.7554,57742,4511,9408.0
8,Delaware,US,2020-10-01,39.3185,-75.5071,20787,654,10648.0
9,Diamond Princess,US,2020-10-01,,,49,0,
10,District of Columbia,US,2020-10-01,38.8974,-77.0268,15358,628,12202.0
11,Florida,US,2020-10-01,27.7663,-81.6868,709144,14444,
12,Georgia,US,2020-10-01,33.0406,-83.6431,319359,7063,
13,Grand Princess,US,2020-10-01,,,103,3,
14,Guam,US,2020-10-01,13.4443,144.7937,2488,49,1866.0
15,Hawaii,US,2020-10-01,21.0943,-157.4983,12515,139,10298.0
16,Idaho,US,2020-10-01,44.2405,-114.4788,42561,472,22180.0
17,Illinois,US,2020-10-01,40.3495,-88.9861,297884,8940,
18,Indiana,US,2020-10-01,39.8494,-86.2583,121176,3663,95655.0
19,Iowa,US,2020-10-01,42.0115,-93.2105,90428,1366,69619.0
20,Kansas,US,2020-10-01,38.5266,-96.7265,62292,678,2095.0
21,Kentucky,US,2020-10-01,37.6681,-84.6701,69728,1191,11970.0
22,Louisiana,US,2020-10-01,31.1695,-91.8678,166584,5519,154163.0
23,Maine,US,2020-10-01,44.6939,-69.3819,5428,141,4704.0
24,Maryland,US,2020-10-01,39.0639,-76.8021,125510,3949,7568.0
25,Massachusetts,US,2020-10-01,42.2302,-71.5301,132870,9480,113768.0
26,Michigan,US,2020-10-01,43.3266,-84.5361,139012,7102,95051.0
27,Minnesota,US,2020-10-01,45.6945,-93.9002,100200,2102,89980.0
28,Mississippi,US,2020-10-01,32.7416,-89.6787,98886,2979,89737.0
29,Missouri,US,2020-10-01,38.4561,-92.2884,130729,2103,
30,Montana,US,2020-10-01,46.9219,-110.4544,13500,181,9428.0
31,Nebraska,US,2020-10-01,41.1254,-98.2681,46185,493,33362.0
32,Nevada,US,2020-10-01,38.3135,-117.0554,80410,1603,2226.0
33,New Hampshire,US,2020-10-01,43.4525,-71.5639,8317,441,7534.0
34,New Jersey,US,2020-10-01,40.2989,-74.521,211378,16140,34894.0
35,New Mexico,US,2020-10-01,34.8405,-106.2485,29661,882,16671.0
36,New York,US,2020-10-01,42.1657,-74.9481,462861,33332,76834.0
37,North Carolina,US,2020-10-01,35.6301,-79.8064,212898,3579,184422.0
38,North Dakota,US,2020-10-01,47.5289,-99.784,22218,256,18272.0
39,Northern Mariana Islands,US,2020-10-01,15.0979,145.6739,73,2,29.0
40,Ohio,US,2020-10-01,40.3888,-82.7649,155314,4451,134216.0
41,Oklahoma,US,2020-10-01,35.5653,-96.9289,88369,1035,74483.0
42,Oregon,US,2020-10-01,44.572,-122.0709,33862,560,5738.0
43,Pennsylvania,US,2020-10-01,40.5908,-77.2098,165044,8144,131300.0
44,Puerto Rico,US,2020-10-01,18.2208,-66.5901,49067,665,
45,Rhode Island,US,2020-10-01,41.6809,-71.5118,24914,1127,2342.0
46,South Carolina,US,2020-10-01,33.8569,-80.945,148323,3400,74499.0
47,South Dakota,US,2020-10-01,44.2998,-99.4388,23136,236,19068.0
48,Tennessee,US,2020-10-01,35.7478,-86.6923,197432,2501,180781.0
49,Texas,US,2020-10-01,31.0545,-97.5635,781843,16402,668515.0
50,Utah,US,2020-10-01,40.15,-111.8624,74050,459,55510.0
51,Vermont,US,2020-10-01,44.0459,-72.7107,1755,58,1609.0
52,Virgin Islands,US,2020-10-01,18.3358,-64.8963,1326,20,1254.0
53,Virginia,US,2020-10-01,37.7693,-78.17,148721,3228,17713.0
54,Washington,US,2020-10-01,47.4009,-121.4905,90179,2110,
55,West Virginia,US,2020-10-01,38.4912,-80.9545,16026,359,11602.0
56,Wisconsin,US,2020-10-01,44.2685,-89.6165,125161,1348,101669.0
57,Wyoming,US,2020-10-01,42.756,-107.3025,6083,53,4853.0
0,Alabama,US,2021-02-18,32.3182,-86.9023,484365,9424,275245.0
1,Alaska,US,2021-02-18,61.3707,-152.4044,57192,288,
2,American Samoa,US,2021-02-18,-14.271,-170.132,0,0,
3,Arizona,US,2021-02-18,33.7298,-111.4312,802198,15276,113271.0
4,Arkansas,US,2021-02-18,34.9697,-92.3731,314445,5323,301772.0
5,California,US,2021-02-18,36.1162,-119.6816,3512088,48259,
6,Colorado,US,2021-02-18,39.0598,-105.3111,417415,5864,22163.0
7,Connecticut,US,2021-02-18,41.5978,-72.7554,271903,7496,9800.0
8,Delaware,US,2021-02-18,39.3185,-75.5071,83852,1366,
9,Diamond Princess,US,2021-02-18,,,49,0,
10,District of Columbia,US,2021-02-18,38.8974,-77.0268,39301,992,28108.0
11,Florida,US,2021-02-18,27.7663,-81.6868,1849744,29474,
12,Georgia,US,2021-02-18,33.0406,-83.6431,976732,16403,
13,Grand Princess,US,2021-02-18,,,103,3,
14,Guam,US,2021-02-18,13.4443,144.7937,7705,130,7528.0
15,Hawaii,US,2021-02-18,21.0943,-157.4983,27777,428,
16,Idaho,US,2021-02-18,44.2405,-114.4788,168639,1826,90706.0
17,Illinois,US,2021-02-18,40.3495,-88.9861,1168684,22297,
18,Indiana,US,2021-02-18,39.8494,-86.2583,652210,12281,426507.0
19,Iowa,US,2021-02-18,42.0115,-93.2105,331505,5321,306399.0
20,Kansas,US,2021-02-18,38.5266,-96.7265,291124,4482,6137.0
21,Kentucky,US,2021-02-18,37.6681,-84.6701,392729,4373,46254.0
22,Louisiana,US,2021-02-18,31.1695,-91.8678,421846,9406,396834.0
23,Maine,US,2021-02-18,44.6939,-69.3819,43095,655,12728.0
24,Maryland,US,2021-02-18,39.0639,-76.8021,373966,7661,9587.0
25,Massachusetts,US,2021-02-18,42.2302,-71.5301,563976,15686,477796.0
26,Michigan,US,2021-02-18,43.3266,-84.5361,633973,16251,517991.0
27,Minnesota,US,2021-02-18,45.6945,-93.9002,476292,6472,463041.0
28,Mississippi,US,2021-02-18,32.7416,-89.6787,289532,6531,264456.0
29,Missouri,US,2021-02-18,38.4561,-92.2884,554986,7997,
30,Montana,US,2021-02-18,46.9219,-110.4544,98100,1337,94201.0
31,Nebraska,US,2021-02-18,41.1254,-98.2681,198042,2025,142336.0
32,Nevada,US,2021-02-18,38.3135,-117.0554,289880,4805,
33,New Hampshire,US,2021-02-18,43.4525,-71.5639,72399,1150,68201.0
34,New Jersey,US,2021-02-18,40.2989,-74.521,758451,22721,73106.0
35,New Mexico,US,2021-02-18,34.8405,-106.2485,181739,3580,126446.0
36,New York,US,2021-02-18,42.1657,-74.9481,1568624,46436,140215.0
37,North Carolina,US,2021-02-18,35.6301,-79.8064,833423,10766,765456.0
38,North Dakota,US,2021-02-18,47.5289,-99.784,99034,1465,96763.0
39,Northern Mariana Islands,US,2021-02-18,15.0979,145.6739,135,2,29.0
40,Ohio,US,2021-02-18,40.3888,-82.7649,947389,18065,876697.0
