,Province_State,Country_Region,date,Lat,Long_,Confirmed,Deaths,Recovered
22,Louisiana,US,2021-04-02,31.1695,-91.8678,445469,10161,
23,Maine,US,2021-04-02,44.6939,-69.3819,51189,744,
24,Maryland,US,2021-04-02,39.0639,-76.8021,414385,8319,
25,Massachusetts,US,2021-04-02,42.2302,-71.5301,640779,17249,
26,Michigan,US,2021-04-02,43.3266,-84.5361,759600,17194,
27,Minnesota,US,2021-04-02,45.6945,-93.9002,524203,6942,
28,Mississippi,US,2021-04-02,32.7416,-89.6787,305701,7051,
29,Missouri,US,2021-04-02,38.4561,-92.2884,583131,8861,
30,Montana,US,2021-04-02,46.9219,-110.4544,104853,1454,
31,Nebraska,US,2021-04-02,41.1254,-98.2681,211239,2181,
32,Nevada,US,2021-04-02,38.3135,-117.0554,304454,5260,
33,New Hampshire,US,2021-04-02,43.4525,-71.5639,85010,1245,
34,New Jersey,US,2021-04-02,40.2989,-74.521,918951,24615,
35,New Mexico,US,2021-04-02,34.8405,-106.2485,192152,3949,
36,New York,US,2021-04-02,42.1657,-74.9481,1890346,50458,
37,North Carolina,US,2021-04-02,35.6301,-79.8064,916159,12136,
38,North Dakota,US,2021-04-02,47.5289,-99.784,103460,1498,
39,Northern Mariana Islands,US,2021-04-02,15.0979,145.6739,159,2,
40,Ohio,US,2021-04-02,40.3888,-82.7649,1021718,18643,
41,Oklahoma,US,2021-04-02,35.5653,-96.9289,439149,4953,
42,Oregon,US,2021-04-02,44.572,-122.0709,166013,2385,
43,Pennsylvania,US,2021-04-02,40.5908,-77.2098,1035559,25135,
44,Puerto Rico,US,2021-04-02,18.2208,-66.5901,108772,2126,
45,Rhode Island,US,2021-04-02,41.6809,-71.5118,138255,2630,
46,South Carolina,US,2021-04-02,33.8569,-80.945,554031,9179,
47,South Dakota,US,2021-04-02,44.2998,-99.4388,118186,1938,
48,Tennessee,US,2021-04-02,35.7478,-86.6923,813614,11915,
49,Texas,US,2021-04-02,31.0545,-97.5635,2799375,48599,
50,Utah,US,2021-04-02,40.15,-111.8624,386550,2131,
51,Vermont,US,2021-04-02,44.0459,-72.7107,19755,228,
52,Virgin Islands,US,2021-04-02,18.3358,-64.8963,2907,26,
53,Virginia,US,2021-04-02,37.7693,-78.17,622339,10279,
54,Washington,US,2021-04-02,47.4009,-121.4905,367115,5278,
55,West Virginia,US,2021-04-02,38.4912,-80.9545,142653,2688,
56,Wisconsin,US,2021-04-02,44.2685,-89.6165,637801,7336,
57,Wyoming,US,2021-04-02,42.756,-107.3025,56447,700,
0,Alabama,US,2020-10-16,32.3182,-86.9023,171157,2786,74238.0
1,Alaska,US,2020-10-16,61.3707,-152.4044,10600,66,6237.0
2,American Samoa,US,2020-10-16,-14.271,-170.132,0,0,
3,Arizona,US,2020-10-16,33.7298,-111.4312,229486,5806,37994.0
4,Arkansas,US,2020-10-16,34.9697,-92.3731,97539,1665,87256.0
5,California,US,2020-10-16,36.1162,-119.6816,874941,16910,
6,Colorado,US,2020-10-16,39.0598,-105.3111,83230,2172,7034.0
7,Connecticut,US,2020-10-16,41.5978,-72.7554,62830,4542,9651.0
8,Delaware,US,2020-10-16,39.3185,-75.5071,22724,683,11818.0
9,Diamond Princess,US,2020-10-16,,,49,0,
10,District of Columbia,US,2020-10-16,38.8974,-77.0268,16255,641,12731.0
11,Florida,US,2020-10-16,27.7663,-81.6868,748437,15830,
12,Georgia,US,2020-10-16,33.0406,-83.6431,337850,7556,
13,Grand Princess,US,2020-10-16,,,103,3,
14,Guam,US,2020-10-16,13.4443,144.7937,3538,63,2297.0
15,Hawaii,US,2020-10-16,21.0943,-157.4983,13853,185,10915.0
16,Idaho,US,2020-10-16,44.2405,-114.4788,51704,523,25214.0
17,Illinois,US,2020-10-16,40.3495,-88.9861,339757,9425,
18,Indiana,US,2020-10-16,39.8494,-86.2583,143495,4001,106319.0
19,Iowa,US,2020-10-16,42.0115,-93.2105,105746,1524,80560.0
20,Kansas,US,2020-10-16,38.5266,-96.7265,72404,859,2379.0
21,Kentucky,US,2020-10-16,37.6681,-84.6701,85506,1300,17018.0
22,Louisiana,US,2020-10-16,31.1695,-91.8678,174638,5727,161792.0
23,Maine,US,2020-10-16,44.6939,-69.3819,5863,145,5099.0
24,Maryland,US,2020-10-16,39.0639,-76.8021,134329,4032,7869.0
25,Massachusetts,US,2020-10-16,42.2302,-71.5301,142346,9702,118892.0
26,Michigan,US,2020-10-16,43.3266,-84.5361,159119,7317,104271.0
27,Minnesota,US,2020-10-16,45.6945,-93.9002,119396,2265,105120.0
28,Mississippi,US,2020-10-16,32.7416,-89.6787,109255,3160,94165.0
29,Missouri,US,2020-10-16,38.4561,-92.2884,160027,2492,
30,Montana,US,2020-10-16,46.9219,-110.4544,21595,235,13212.0
31,Nebraska,US,2020-10-16,41.1254,-98.2681,56714,547,37653.0
32,Nevada,US,2020-10-16,38.3135,-117.0554,88685,1707,2326.0
33,New Hampshire,US,2020-10-16,43.4525,-71.5639,9514,465,8155.0
34,New Jersey,US,2020-10-16,40.2989,-74.521,225290,16202,35753.0
35,New Mexico,US,2020-10-16,34.8405,-106.2485,35770,928,19457.0
36,New York,US,2020-10-16,42.1657,-74.9481,484512,33533,78117.0
37,North Carolina,US,2020-10-16,35.6301,-79.8064,241623,3910,206471.0
38,North Dakota,US,2020-10-16,47.5289,-99.784,30517,388,24882.0
39,Northern Mariana Islands,US,2020-10-16,15.0979,145.6739,80,2,29.0
40,Ohio,US,2020-10-16,40.3888,-82.7649,177991,4760,148284.0
41,Oklahoma,US,2020-10-16,35.5653,-96.9289,105308,1154,89815.0
42,Oregon,US,2020-10-16,44.572,-122.0709,38935,617,5870.0
43,Pennsylvania,US,2020-10-16,40.5908,-77.2098,184165,8434,143268.0
44,Puerto Rico,US,2020-10-16,18.2208,-66.5901,56412,758,25298.0
45,Rhode Island,US,2020-10-16,41.6809,-71.5118,27691,1172,2501.0
46,South Carolina,US,2020-10-16,33.8569,-80.945,162253,3615,81106.0
47,South Dakota,US,2020-10-16,44.2998,-99.4388,31805,307,24186.0
48,Tennessee,US,2020-10-16,35.7478,-86.6923,223493,2871,201831.0
49,Texas,US,2020-10-16,31.0545,-97.5635,851830,17653,719478.0
50,Utah,US,2020-10-16,40.15,-111.8624,91957,537,68092.0
51,Vermont,US,2020-10-16,44.0459,-72.7107,1915,58,1687.0
52,Virgin Islands,US,2020-10-16,18.3358,-64.8963,1329,21,1294.0
53,Virginia,US,2020-10-16,37.7693,-78.17,164124,3408,18911.0
54,Washington,US,2020-10-16,47.4009,-121.4905,99539,2205,
55,West Virginia,US,2020-10-16,38.4912,-80.9545,19586,398,14269.0
56,Wisconsin,US,2020-10-16,44.2685,-89.6165,166186,1574,130231.0
57,Wyoming,US,2020-10-16,42.756,-107.3025,8665,57,6494.0
0,Alabama,US,2020-10-17,32.3182,-86.9023,172137,2788,74238.0
1,Alaska,US,2020-10-17,61.3707,-152.4044,10811,67,6448.0
2,American Samoa,US,2020-10-17,-14.271,-170.132,0,0,
3,Arizona,US,2020-10-17,33.7298,-111.4312,230459,5824,38193.0
4,Arkansas,US,2020-10-17,34.9697,-92.3731,98422,1684,87920.0
5,California,US,2020-10-17,36.1162,-119.6816,877372,16956,
6,Colorado,US,2020-10-17,39.0598,-105.3111,84369,2176,7087.0
7,Connecticut,US,2020-10-17,41.5978,-72.7554,62830,4542,9651.0
8,Delaware,US,2020-10-17,39.3185,-75.5071,22942,686,11928.0
9,Diamond Princess,US,2020-10-17,,,49,0,
10,District of Columbia,US,2020-10-17,38.8974,-77.0268,16334,641,12793.0
11,Florida,US,2020-10-17,27.7663,-81.6868,752481,15917,
12,Georgia,US,2020-10-17,33.0406,-83.6431,339384,7607,
13,Grand Princess,US,2020-10-17,,,103,3,
14,Guam,US,2020-10-17,13.4443,144.7937,3538,63,2297.0
15,Hawaii,US,2020-10-17,21.0943,-157.4983,13949,186,10947.0
16,Idaho,US,2020-10-17,44.2405,-114.4788,52582,529,25457.0
17,Illinois,US,2020-10-17,40.3495,-88.9861,343386,9452,
18,Indiana,US,2020-10-17,39.8494,-86.2583,145977,4025,106319.0
19,Iowa,US,2020-10-17,42.0115,-93.2105,106698,1528,81502.0
20,Kansas,US,2020-10-17,38.5266,-96.7265,72512,859,2379.0
21,Kentucky,US,2020-10-17,37.6681,-84.6701,86797,1312,17155.0
22,Louisiana,US,2020-10-17,31.1695,-91.8678,174638,5727,161792.0
23,Maine,US,2020-10-17,44.6939,-69.3819,5912,146,5112.0
24,Maryland,US,2020-10-17,39.0639,-76.8021,135127,4036,7880.0
25,Massachusetts,US,2020-10-17,42.2302,-71.5301,142930,9723,118892.0
26,Michigan,US,2020-10-17,43.3266,-84.5361,161105,7340,109539.0
27,Minnesota,US,2020-10-17,45.6945,-93.9002,121090,2270,106774.0
28,Mississippi,US,2020-10-17,32.7416,-89.6787,110006,3171,94165.0
29,Missouri,US,2020-10-17,38.4561,-92.2884,162266,2595,
30,Montana,US,2020-10-17,46.9219,-110.4544,22225,239,13395.0
31,Nebraska,US,2020-10-17,41.1254,-98.2681,57332,547,38083.0
32,Nevada,US,2020-10-17,38.3135,-117.0554,89652,1707,2326.0
33,New Hampshire,US,2020-10-17,43.4525,-71.5639,9625,466,8222.0
34,New Jersey,US,2020-10-17,40.2989,-74.521,226378,16204,35812.0
35,New Mexico,US,2020-10-17,34.8405,-106.2485,36343,929,19613.0
36,New York,US,2020-10-17,42.1657,-74.9481,486207,33547,78235.0
37,North Carolina,US,2020-10-17,35.6301,-79.8064,243725,3929,206471.0
38,North Dakota,US,2020-10-17,47.5289,-99.784,31261,399,25492.0
39,Northern Mariana Islands,US,2020-10-17,15.0979,145.6739,86,2,29.0
40,Ohio,US,2020-10-17,40.3888,-82.7649,180225,4793,149351.0
41,Oklahoma,US,2020-10-17,35.5653,-96.9289,106468,1162,90845.0
42,Oregon,US,2020-10-17,44.572,-122.0709,39315,619,5870.0
43,Pennsylvania,US,2020-10-17,40.5908,-77.2098,185668,8442,144754.0
44,Puerto Rico,US,2020-10-17,18.2208,-66.5901,56650,761,25645.0
45,Rhode Island,US,2020-10-17,41.6809,-71.5118,27691,1174,2501.0
46,South Carolina,US,2020-10-17,33.8569,-80.945,163214,3637,81703.0
47,South Dakota,US,2020-10-17,44.2998,-99.4388,32611,315,24528.0
48,Tennessee,US,2020-10-17,35.7478,-86.6923,226139,2903,203586.0
49,Texas,US,2020-10-17,31.0545,-97.5635,856684,17723,723204.0
50,Utah,US,2020-10-17,40.15,-111.8624,93297,540,69110.0
51,Vermont,US,2020-10-17,44.0459,-72.7107,1926,58,1687.0
52,Virgin Islands,US,2020-10-17,18.3358,-64.8963,1335,21,1294.0
53,Virginia,US,2020-10-17,37.7693,-78.17,165238,3422,18996.0
54,Washington,US,2020-10-17,47.4009,-121.4905,100105,2211,
55,West Virginia,US,2020-10-17,38.4912,-80.9545,19805,401,14563.0
56,Wisconsin,US,2020-10-17,44.2685,-89.6165,166186,1574,130231.0
57,Wyoming,US,2020-10-17,42.756,-107.3025,8816,57,6559.0
0,Alabama,US,2020-05-23,32.3182,-86.9023,14328,549,7951.0
1,Alaska,US,2020-05-23,61.3707,-152.4044,409,10,358.0
2,American Samoa,US,2020-05-23,-14.271,-170.132,0,0,
3,Arizona,US,2020-05-23,33.7298,-111.4312,16053,801,4033.0
4,Arkansas,US,2020-05-23,34.9697,-92.3731,5775,115,4029.0
5,California,US,2020-05-23,36.1162,-119.6816,93379,3738,
6,Colorado,US,2020-05-23,39.0598,-105.3111,23964,1327,3612.0
7,Connecticut,US,2020-05-23,41.5978,-72.7554,40022,3675,7127.0
8,Delaware,US,2020-05-23,39.3185,-75.5071,8529,441,4454.0
9,Diamond Princess,US,2020-05-23,,,49,0,
10,District of Columbia,US,2020-05-23,38.8974,-77.0268,7966,427,1075.0
11,Florida,US,2020-05-23,27.7663,-81.6868,50127,2233,
12,Georgia,US,2020-05-23,33.0406,-83.6431,42242,1822,
13,Grand Princess,US,2020-05-23,,,103,3,
14,Guam,US,2020-05-23,13.4443,144.7937,165,5,134.0
15,Hawaii,US,2020-05-23,21.0943,-157.4983,643,17,585.0
16,Idaho,US,2020-05-23,44.2405,-114.4788,2595,79,1735.0
17,Illinois,US,2020-05-23,40.3495,-88.9861,107796,4790,
18,Indiana,US,2020-05-23,39.8494,-86.2583,30901,1960,
19,Iowa,US,2020-05-23,42.0115,-93.2105,16898,446,9254.0
20,Kansas,US,2020-05-23,38.5266,-96.7265,8946,205,485.0
21,Kentucky,US,2020-05-23,37.6681,-84.6701,8571,391,3069.0
22,Louisiana,US,2020-05-23,31.1695,-91.8678,36925,2668,26249.0
23,Maine,US,2020-05-23,44.6939,-69.3819,2013,77,1232.0
24,Maryland,US,2020-05-23,39.0639,-76.8021,45495,2243,3283.0
25,Massachusetts,US,2020-05-23,42.2302,-71.5301,91662,6304,
26,Michigan,US,2020-05-23,43.3266,-84.5361,54365,5223,33168.0
27,Minnesota,US,2020-05-23,45.6945,-93.9002,19845,861,13485.0
28,Mississippi,US,2020-05-23,32.7416,-89.6787,13005,616,7681.0
29,Missouri,US,2020-05-23,38.4561,-92.2884,11994,687,
30,Montana,US,2020-05-23,46.9219,-110.4544,479,16,441.0
31,Nebraska,US,2020-05-23,41.1254,-98.2681,11963,147,
32,Nevada,US,2020-05-23,38.3135,-117.0554,7526,387,359.0
33,New Hampshire,US,2020-05-23,43.4525,-71.5639,4089,208,2197.0
34,New Jersey,US,2020-05-23,40.2989,-74.521,153383,11082,24762.0
35,New Mexico,US,2020-05-23,34.8405,-106.2485,6625,302,2149.0
36,New York,US,2020-05-23,42.1657,-74.9481,359926,29031,63292.0
37,North Carolina,US,2020-05-23,35.6301,-79.8064,22864,778,11637.0
38,North Dakota,US,2020-05-23,47.5289,-99.784,2365,52,1451.0
39,Northern Mariana Islands,US,2020-05-23,15.0979,145.6739,22,2,13.0
40,Ohio,US,2020-05-23,40.3888,-82.7649,31408,1920,
41,Oklahoma,US,2020-05-23,35.5653,-96.9289,5960,311,4645.0
42,Oregon,US,2020-05-23,44.572,-122.0709,3888,147,1376.0
43,Pennsylvania,US,2020-05-23,40.5908,-77.2098,71009,5112,39519.0
44,Puerto Rico,US,2020-05-23,18.2208,-66.5901,3100,127,
45,Rhode Island,US,2020-05-23,41.6809,-71.5118,13952,749,1106.0
46,South Carolina,US,2020-05-23,33.8569,-80.945,9895,425,5743.0
47,South Dakota,US,2020-05-23,44.2998,-99.4388,4464,50,3336.0
48,Tennessee,US,2020-05-23,35.7478,-86.6923,19785,329,12745.0
49,Texas,US,2020-05-23,31.0545,-97.5635,54932,1554,32277.0
50,Utah,US,2020-05-23,40.15,-111.8624,8260,97,4898.0
51,Vermont,US,2020-05-23,44.0459,-72.7107,954,54,837.0
52,Virgin Islands,US,2020-05-23,18.3358,-64.8963,69,6,61.0
53,Virginia,US,2020-05-23,37.7693,-78.17,35749,1159,5047.0
54,Washington,US,2020-05-23,47.4009,-121.4905,19265,1075,
55,West Virginia,US,2020-05-23,38.4912,-80.9545,1705,72,1110.0
56,Wisconsin,US,2020-05-23,44.2685,-89.6165,14877,507,8688.0
57,Wyoming,US,2020-05-23,42.756,-107.3025,813,12,551.0
0,Alabama,US,2020-05-22,32.3182,-86.9023,13954,541,7951.0
1,Alaska,US,2020-05-22,61.3707,-152.4044,405,10,356.0
2,American Samoa,US,2020-05-22,-14.271,-170.132,0,0,
3,Arizona,US,2020-05-22,33.7298,-111.4312,15624,775,3949.0
4,Arkansas,US,2020-05-22,34.9697,-92.3731,5612,113,4029.0
5,California,US,2020-05-22,36.1162,-119.6816,91210,3666,
6,Colorado,US,2020-05-22,39.0598,-105.3111,23487,1324,3580.0
7,Connecticut,US,2020-05-22,41.5978,-72.7554,39640,3637,7127.0
8,Delaware,US,2020-05-22,39.3185,-75.5071,8529,435,4296.0
9,Diamond Princess,US,2020-05-22,,,49,0,
10,District of Columbia,US,2020-05-22,38.8974,-77.0268,7893,418,1069.0
11,Florida,US,2020-05-22,27.7663,-81.6868,49451,2190,
12,Georgia,US,2020-05-22,33.0406,-83.6431,41482,1808,
13,Grand Princess,US,2020-05-22,,,103,3,
14,Guam,US,2020-05-22,13.4443,144.7937,165,5,125.0
15,Hawaii,US,2020-05-22,21.0943,-157.4983,642,17,579.0
16,Idaho,US,2020-05-22,44.2405,-114.4788,2595,79,1720.0
17,Illinois,US,2020-05-22,40.3495,-88.9861,105444,4715,
18,Indiana,US,2020-05-22,39.8494,-86.2583,30409,1935,
19,Iowa,US,2020-05-22,42.0115,-93.2105,16492,424,9079.0
20,Kansas,US,2020-05-22,38.5266,-96.7265,8909,205,485.0
21,Kentucky,US,2020-05-22,37.6681,-84.6701,8426,391,3008.0
22,Louisiana,US,2020-05-22,31.1695,-91.8678,36925,2668,26249.0
23,Maine,US,2020-05-22,44.6939,-69.3819,1948,75,1192.0
24,Maryland,US,2020-05-22,39.0639,-76.8021,44424,2207,3243.0
25,Massachusetts,US,2020-05-22,42.2302,-71.5301,90889,6228,
26,Michigan,US,2020-05-22,43.3266,-84.5361,53913,5158,28234.0
27,Minnesota,US,2020-05-22,45.6945,-93.9002,19005,851,12696.0
28,Mississippi,US,2020-05-22,32.7416,-89.6787,12625,595,7681.0
29,Missouri,US,2020-05-22,38.4561,-92.2884,11878,682,
30,Montana,US,2020-05-22,46.9219,-110.4544,479,16,441.0
31,Nebraska,US,2020-05-22,41.1254,-98.2681,11662,147,
32,Nevada,US,2020-05-22,38.3135,-117.0554,7525,386,339.0
33,New Hampshire,US,2020-05-22,43.4525,-71.5639,4014,204,1767.0
34,New Jersey,US,2020-05-22,40.2989,-74.521,152818,10985,24491.0
35,New Mexico,US,2020-05-22,34.8405,-106.2485,6625,302,2041.0
36,New York,US,2020-05-22,42.1657,-74.9481,358154,28853,63292.0
37,North Carolina,US,2020-05-22,35.6301,-79.8064,22110,775,11637.0
38,North Dakota,US,2020-05-22,47.5289,-99.784,2317,52,1405.0
39,Northern Mariana Islands,US,2020-05-22,15.0979,145.6739,22,2,13.0
40,Ohio,US,2020-05-22,40.3888,-82.7649,30794,1878,
41,Oklahoma,US,2020-05-22,35.5653,-96.9289,5849,307,4533.0
42,Oregon,US,2020-05-22,44.572,-122.0709,3864,147,1376.0
43,Pennsylvania,US,2020-05-22,40.5908,-77.2098,70211,5010,37767.0
44,Puerto Rico,US,2020-05-22,18.2208,-66.5901,3030,126,
45,Rhode Island,US,2020-05-22,41.6809,-71.5118,13736,736,1084.0
46,South Carolina,US,2020-05-22,33.8569,-80.945,9638,419,5743.0
47,South Dakota,US,2020-05-22,44.2998,-99.4388,4356,50,3267.0
48,Tennessee,US,2020-05-22,35.7478,-86.6923,19394,315,12566.0
49,Texas,US,2020-05-22,31.0545,-97.5635,53817,1541,31223.0
50,Utah,US,2020-05-22,40.15,-111.8624,8057,93,4748.0
51,Vermont,US,2020-05-22,44.0459,-72.7107,952,54,834.0
52,Virgin Islands,US,2020-05-22,18.3358,-64.8963,69,6,61.0
53,Virginia,US,2020-05-22,37.7693,-78.17,34950,1136,4963.0
54,Washington,US,2020-05-22,47.4009,-121.4905,19265,1066,
55,West Virginia,US,2020-05-22,38.4912,-80.9545,1705,72,983.0
56,Wisconsin,US,2020-05-22,44.2685,-89.6165,14396,496,8362.0
57,Wyoming,US,2020-05-22,42.756,-107.3025,803,12,551.0
0,Alabama,US,2020-12-19,32.3182,-86.9023,319904,4389,183625.0
1,Alaska,US,2020-12-19,61.3707,-152.4044,43713,184,7165.0
2,American Samoa,US,2020-12-19,-14.271,-170.132,0,0,
3,Arizona,US,2020-12-19,33.7298,-111.4312,448231,7937,66132.0
4,Arkansas,US,2020-12-19,34.9697,-92.3731,200114,3191,173832.0
5,California,US,2020-12-19,36.1162,-119.6816,1869881,22599,
6,Colorado,US,2020-12-19,39.0598,-105.3111,306598,4339,16240.0
7,Connecticut,US,2020-12-19,41.5978,-72.7554,162782,5581,9800.0
8,Delaware,US,2020-12-19,39.3185,-75.5071,50136,952,18851.0
9,Diamond Princess,US,2020-12-19,,,49,0,
10,District of Columbia,US,2020-12-19,38.8974,-77.0268,26342,730,18893.0
11,Florida,US,2020-12-19,27.7663,-81.6868,1193165,20473,
12,Georgia,US,2020-12-19,33.0406,-83.6431,582300,10381,
13,Grand Princess,US,2020-12-19,,,103,3,
14,Guam,US,2020-12-19,13.4443,144.7937,7193,119,6613.0
15,Hawaii,US,2020-12-19,21.0943,-157.4983,20565,281,11958.0
16,Idaho,US,2020-12-19,44.2405,-114.4788,129069,1275,49914.0
17,Illinois,US,2020-12-19,40.3495,-88.9861,894367,16326,
18,Indiana,US,2020-12-19,39.8494,-86.2583,457871,8294,284558.0
19,Iowa,US,2020-12-19,42.0115,-93.2105,266959,3532,212379.0
20,Kansas,US,2020-12-19,38.5266,-96.7265,203425,2341,4125.0
21,Kentucky,US,2020-12-19,37.6681,-84.6701,240563,2371,34517.0
22,Louisiana,US,2020-12-19,31.1695,-91.8678,282434,6994,232725.0
23,Maine,US,2020-12-19,44.6939,-69.3819,18738,292,10766.0
24,Maryland,US,2020-12-19,39.0639,-76.8021,248754,5412,9098.0
25,Massachusetts,US,2020-12-19,42.2302,-71.5301,319270,11657,206843.0
26,Michigan,US,2020-12-19,43.3266,-84.5361,496056,12074,284731.0
27,Minnesota,US,2020-12-19,45.6945,-93.9002,394635,4839,365620.0
28,Mississippi,US,2020-12-19,32.7416,-89.6787,192111,4390,148466.0
29,Missouri,US,2020-12-19,38.4561,-92.2884,401345,5077,
30,Montana,US,2020-12-19,46.9219,-110.4544,76619,864,67271.0
31,Nebraska,US,2020-12-19,41.1254,-98.2681,155415,1475,89890.0
32,Nevada,US,2020-12-19,38.3135,-117.0554,201858,2749,
33,New Hampshire,US,2020-12-19,43.4525,-71.5639,36362,650,28234.0
34,New Jersey,US,2020-12-19,40.2989,-74.521,471084,18173,50966.0
35,New Mexico,US,2020-12-19,34.8405,-106.2485,128930,2155,53278.0
36,New York,US,2020-12-19,42.1657,-74.9481,847778,36318,94579.0
37,North Carolina,US,2020-12-19,35.6301,-79.8064,472268,6184,365273.0
38,North Dakota,US,2020-12-19,47.5289,-99.784,89784,1231,85672.0
39,Northern Mariana Islands,US,2020-12-19,15.0979,145.6739,115,2,29.0
40,Ohio,US,2020-12-19,40.3888,-82.7649,614429,11453,440235.0
41,Oklahoma,US,2020-12-19,35.5653,-96.9289,255868,2189,220474.0
42,Oregon,US,2020-12-19,44.572,-122.0709,101814,1340,5870.0
43,Pennsylvania,US,2020-12-19,40.5908,-77.2098,552895,13754,334578.0
44,Puerto Rico,US,2020-12-19,18.2208,-66.5901,67211,1342,55964.0
45,Rhode Island,US,2020-12-19,41.6809,-71.5118,77812,1754,4761.0
46,South Carolina,US,2020-12-19,33.8569,-80.945,270537,4895,135084.0
47,South Dakota,US,2020-12-19,44.2998,-99.4388,94336,1350,84490.0
48,Tennessee,US,2020-12-19,35.7478,-86.6923,503651,5960,425264.0
49,Texas,US,2020-12-19,31.0545,-97.5635,1585167,25920,1260984.0
50,Utah,US,2020-12-19,40.15,-111.8624,248970,1148,190873.0
51,Vermont,US,2020-12-19,44.0459,-72.7107,6343,108,4062.0
52,Virgin Islands,US,2020-12-19,18.3358,-64.8963,1910,23,1718.0
53,Virginia,US,2020-12-19,37.7693,-78.17,302972,4643,27633.0
54,Washington,US,2020-12-19,47.4009,-121.4905,222600,3104,
55,West Virginia,US,2020-12-19,38.4912,-80.9545,71215,1122,47844.0
56,Wisconsin,US,2020-12-19,44.2685,-89.6165,490679,4722,412499.0
57,Wyoming,US,2020-12-19,42.756,-107.3025,41488,351,38620.0
0,Alabama,US,2020-12-18,32.3182,-86.9023,315683,4296,183625.0
1,Alaska,US,2020-12-18,61.3707,-152.4044,43377,183,7165.0
2,American Samoa,US,2020-12-18,-14.271,-170.132,0,0,
3,Arizona,US,2020-12-18,33.7298,-111.4312,442671,7819,65350.0
4,Arkansas,US,2020-12-18,34.9697,-92.3731,197421,3139,171864.0
5,California,US,2020-12-18,36.1162,-119.6816,1833771,22442,
6,Colorado,US,2020-12-18,39.0598,-105.3111,304107,4259,16062.0
7,Connecticut,US,2020-12-18,41.5978,-72.7554,162782,5581,9800.0
8,Delaware,US,2020-12-18,39.3185,-75.5071,49109,939,18851.0
9,Diamond Princess,US,2020-12-18,,,49,0,
10,District of Columbia,US,2020-12-18,38.8974,-77.0268,26104,728,18743.0
11,Florida,US,2020-12-18,27.7663,-81.6868,1181483,20401,
12,Georgia,US,2020-12-18,33.0406,-83.6431,576537,10332,
13,Grand Princess,US,2020-12-18,,,103,3,
14,Guam,US,2020-12-18,13.4443,144.7937,7193,119,6613.0
15,Hawaii,US,2020-12-18,21.0943,-157.4983,20413,281,11958.0
16,Idaho,US,2020-12-18,44.2405,-114.4788,128218,1275,49318.0
17,Illinois,US,2020-12-18,40.3495,-88.9861,886805,16206,
18,Indiana,US,2020-12-18,39.8494,-86.2583,453139,8200,281473.0
19,Iowa,US,2020-12-18,42.0115,-93.2105,264707,3450,208802.0
20,Kansas,US,2020-12-18,38.5266,-96.7265,203361,2341,4125.0
21,Kentucky,US,2020-12-18,37.6681,-84.6701,237189,2344,33665.0
22,Louisiana,US,2020-12-18,31.1695,-91.8678,282434,6994,232725.0
23,Maine,US,2020-12-18,44.6939,-69.3819,18337,281,10744.0
24,Maryland,US,2020-12-18,39.0639,-76.8021,246553,5358,9064.0
25,Massachusetts,US,2020-12-18,42.2302,-71.5301,314926,11610,206843.0
26,Michigan,US,2020-12-18,43.3266,-84.5361,491875,11868,236369.0
27,Minnesota,US,2020-12-18,45.6945,-93.9002,391889,4782,360868.0
28,Mississippi,US,2020-12-18,32.7416,-89.6787,190411,4354,148466.0
29,Missouri,US,2020-12-18,38.4561,-92.2884,398000,5009,
30,Montana,US,2020-12-18,46.9219,-110.4544,75992,854,65873.0
31,Nebraska,US,2020-12-18,41.1254,-98.2681,154745,1470,88176.0
32,Nevada,US,2020-12-18,38.3135,-117.0554,199257,2706,
33,New Hampshire,US,2020-12-18,43.4525,-71.5639,35712,638,27459.0
34,New Jersey,US,2020-12-18,40.2989,-74.521,466320,18124,50629.0
35,New Mexico,US,2020-12-18,34.8405,-106.2485,127500,2128,52137.0
36,New York,US,2020-12-18,42.1657,-74.9481,837711,36199,94057.0
37,North Carolina,US,2020-12-18,35.6301,-79.8064,466104,6125,365273.0
38,North Dakota,US,2020-12-18,47.5289,-99.784,89554,1225,85271.0
39,Northern Mariana Islands,US,2020-12-18,15.0979,145.6739,115,2,29.0
40,Ohio,US,2020-12-18,40.3888,-82.7649,605862,11272,430621.0
41,Oklahoma,US,2020-12-18,35.5653,-96.9289,251760,2161,217534.0
42,Oregon,US,2020-12-18,44.572,-122.0709,100308,1304,5870.0
43,Pennsylvania,US,2020-12-18,40.5908,-77.2098,544116,13549,323193.0
44,Puerto Rico,US,2020-12-18,18.2208,-66.5901,66132,1333,55628.0
45,Rhode Island,US,2020-12-18,41.6809,-71.5118,77812,1734,4761.0
46,South Carolina,US,2020-12-18,33.8569,-80.945,267076,4872,133902.0
47,South Dakota,US,2020-12-18,44.2998,-99.4388,93772,1329,83670.0
48,Tennessee,US,2020-12-18,35.7478,-86.6923,503651,5960,418724.0
49,Texas,US,2020-12-18,31.0545,-97.5635,1570908,25736,1245339.0
50,Utah,US,2020-12-18,40.15,-111.8624,246562,1140,188846.0
51,Vermont,US,2020-12-18,44.0459,-72.7107,6243,107,3970.0
52,Virgin Islands,US,2020-12-18,18.3358,-64.8963,1900,23,1691.0
53,Virginia,US,2020-12-18,37.7693,-78.17,299388,4598,27471.0
54,Washington,US,2020-12-18,47.4009,-121.4905,220268,3104,
